100000 -1486618624
-470174 -492768 U
-490629 -496482 R
-494207 -467980 D
-482624 -477785 L
-497113 -492552 D
-482360 -497096 R
-477693 -481054 L
-484872 -494353 R
-490443 -486351 L
-481296 -484599 U
-487262 -497773 D
-472795 -491432 L
-469188 -467380 L
-474610 -491601 U
-471667 -474659 U
-489821 -489495 U
-467415 -469154 L
-468455 -478768 R
-477740 -468919 D
-484314 -467573 R
-475010 -471901 D
-493778 -498082 D
-489374 -469563 L
-475096 -495130 D
-486418 -491454 L
-482274 -484337 U
-495813 -468854 D
-489324 -470149 D
-469956 -487071 L
-484549 -478698 L
-495370 -467894 U
-474444 -488446 D
-479916 -494740 U
-473762 -498906 R
-484740 -487010 U
-467880 -493563 D
-494678 -491359 R
-468932 -499544 R
-467711 -471378 L
-472505 -494404 U
-497965 -494625 U
-483351 -488902 R
-467901 -490207 D
-485398 -491477 D
-484767 -469585 R
-475220 -492181 D
-481022 -497337 L
-488394 -481414 U
-483070 -481133 L
-494075 -493131 D
-482369 -477564 D
-487462 -499820 U
-469541 -499571 U
-479236 -469829 D
-490568 -475905 D
-474967 -482302 R
-499678 -495117 L
-493653 -492860 U
-475614 -482165 L
-467383 -493559 D
-471814 -490639 U
-488946 -477322 R
-472664 -487211 D
-492516 -481791 L
-468078 -487586 L
-483319 -474410 U
-493020 -486706 R
-482194 -468744 R
-469120 -491453 D
-477510 -471425 L
-495460 -486565 L
-468768 -496505 L
-484006 -486231 U
-498944 -487647 D
-468097 -482501 D
-484332 -487694 U
-481898 -485854 R
-492469 -491971 R
-490720 -467912 R
-495462 -487034 R
-478813 -479335 R
-480603 -471009 R
-467342 -475248 L
-493287 -490705 U
-493753 -495906 R
-482304 -468453 L
-480251 -475739 U
-481856 -495272 R
-498117 -475796 L
-482110 -498421 L
-472255 -470300 L
-484625 -496889 D
-498684 -467843 U
-495730 -481273 D
-470560 -498190 R
-475871 -482760 D
-484844 -479153 D
-499628 -497818 L
-484943 -470243 U
-487908 -473224 R
-478688 -497992 U
-467302 -494603 L
-474485 -470783 L
-473252 -492603 D
-484157 -473881 D
-476404 -489866 L
-498546 -484743 R
-467524 -494427 R
-475564 -481156 L
-474046 -478372 R
-495968 -489016 D
-468379 -479611 D
-483837 -489525 L
-483632 -494908 L
-496345 -487161 U
-477956 -472749 L
-494790 -492180 R
-480109 -493386 D
-477949 -476207 R
-484602 -496802 R
-479950 -480506 U
-487622 -468580 R
-479538 -481747 U
-470882 -473492 D
-470829 -491684 R
-486894 -477438 U
-475561 -486213 R
-485798 -484580 U
-472879 -480360 L
-489706 -495473 U
-490917 -484830 D
-475014 -469378 D
-490493 -470058 L
-498890 -486077 U
-497531 -494151 D
-496814 -481808 D
-492026 -473357 U
-481818 -487182 D
-470616 -485517 U
-493319 -484037 L
-487918 -472681 L
-469014 -470528 U
-474565 -494320 D
-474062 -472338 D
-485349 -475008 L
-479904 -498851 L
-468203 -484223 L
-478055 -469255 L
-492501 -473584 L
-485619 -477501 D
-485783 -479334 D
-483310 -489588 D
-499714 -493799 L
-471316 -484561 L
-490237 -477953 L
-481937 -473039 D
-479521 -490777 R
-480268 -484451 D
-489533 -497080 D
-496545 -487640 D
-496703 -472433 R
-472792 -474617 R
-474790 -490634 R
-493922 -475902 U
-478815 -484490 D
-472092 -492897 L
-476092 -490598 U
-496038 -470400 L
-492006 -470749 R
-469658 -486581 L
-491259 -484670 U
-483869 -485203 D
-482743 -497079 D
-496741 -486560 R
-485209 -477913 R
-492394 -485575 L
-494109 -467697 U
-498389 -497757 L
-477325 -481388 L
-492277 -494312 U
-481133 -477534 R
-482106 -483716 U
-488466 -482023 R
-489348 -483493 R
-471656 -470531 U
-479312 -479108 U
-496105 -497167 L
-470152 -470450 D
-492129 -478730 L
-496758 -487151 U
-496930 -473169 D
-493623 -499502 L
-480546 -472436 L
-487582 -490617 L
-497689 -491857 L
-491614 -469509 L
-490639 -473744 D
-486402 -495550 U
-468097 -487236 R
-471540 -471827 U
-492040 -487983 D
-479388 -477638 R
-469794 -493315 R
-487278 -484622 U
-496528 -479381 L
-481364 -478026 R
-470882 -494299 R
-481749 -481312 D
-478894 -469807 L
-489206 -489140 L
-486021 -472102 L
-481433 -487255 R
-494871 -495366 R
-488682 -475624 L
-486068 -476059 D
-492579 -495549 R
-497416 -499702 D
-478883 -498629 D
-487871 -490597 D
-481069 -496966 D
-483188 -488607 U
-494803 -469353 U
-497569 -482806 R
-473809 -469358 D
-470499 -467735 R
-493924 -483128 L
-488648 -471193 D
-475491 -483230 L
-481813 -488037 U
-480550 -473499 D
-481298 -473289 L
-467967 -473939 R
-490857 -484525 L
-471625 -498057 D
-478359 -468291 U
-480993 -492541 R
-474624 -495147 L
-481161 -493767 D
-488233 -494557 U
-477304 -494248 R
-497568 -486626 L
-487467 -485870 R
-488348 -493846 R
-499513 -476508 D
-476762 -472337 U
-494764 -481329 U
-494022 -480874 R
-494132 -484421 U
-472811 -476777 D
-489523 -473819 U
-488005 -486251 R
-489576 -476306 D
-499939 -474624 R
-468683 -479387 L
-473859 -490895 L
-477911 -484639 U
-470663 -481540 U
-471122 -472703 L
-473978 -488138 L
-480600 -475346 U
-480887 -498735 U
-494639 -470722 L
-473271 -498396 D
-475696 -471749 R
-477968 -488446 R
-491975 -469829 R
-489761 -476008 D
-470111 -477224 R
-467855 -475554 U
-491950 -483295 D
-478199 -490185 U
-492731 -467940 U
-467706 -493746 R
-482205 -483413 D
-477338 -497059 D
-497086 -481280 L
-475326 -471461 D
-492838 -495143 L
-477584 -478011 U
-473631 -481476 D
-481048 -496899 U
-484650 -481808 D
-485188 -490632 U
-498210 -486815 L
-498485 -475989 D
-481286 -499019 D
-489102 -489990 U
-492464 -476105 L
-475929 -474593 R
-483473 -495255 R
-478966 -482381 R
-471335 -493224 U
-490816 -496664 D
-473542 -497401 R
-482488 -476006 U
-496366 -467443 D
-499205 -498123 R
-474432 -494148 L
-475783 -495832 U
-487376 -496024 L
-468678 -469536 U
-479850 -493401 L
-495378 -487556 D
-487429 -484190 U
-494276 -469831 L
-481906 -492591 R
-477767 -476214 R
-485135 -478794 U
-480716 -476908 R
-478466 -477586 R
-482906 -476664 L
-487499 -492483 U
-497816 -494444 R
-489903 -484010 D
-499844 -488741 U
-471619 -499316 L
-474867 -485831 L
-467501 -476226 L
-490891 -467521 R
-482501 -479989 R
-471966 -476248 R
-483655 -470982 U
-495110 -470410 D
-472501 -476712 L
-488949 -492103 D
-496273 -497161 R
-497245 -478286 L
-477347 -470372 R
-492881 -482234 L
-470747 -490956 D
-472723 -485627 L
-494875 -498773 D
-476716 -479951 L
-479589 -471551 U
-478659 -487929 U
-497599 -468126 U
-476423 -494922 L
-481748 -474053 L
-480619 -469815 R
-469526 -469827 U
-490252 -492301 U
-483047 -486457 U
-473196 -480902 R
-472353 -497609 U
-489586 -472396 D
-484842 -489971 U
-485837 -476841 L
-467635 -475418 R
-497828 -483965 U
-496358 -489033 U
-474946 -471337 U
-489854 -474154 R
-468000 -486161 D
-476574 -499285 R
-480112 -479977 U
-471021 -487515 R
-492576 -482020 L
-481082 -478139 L
-488430 -473981 U
-475573 -497057 L
-486396 -478069 D
-486592 -493863 L
-483083 -480059 R
-482345 -491621 D
-498762 -496342 R
-496199 -495256 D
-480594 -487438 D
-472400 -483115 L
-467914 -488290 R
-496362 -469343 D
-475854 -494862 R
-483769 -478706 L
-475653 -475184 L
-475518 -480230 U
-492558 -489680 U
-474377 -484190 D
-479151 -469579 L
-468483 -491825 D
-494311 -495229 R
-473433 -498584 R
-479440 -469663 D
-476123 -483366 U
-485115 -478629 L
-469315 -476401 D
-496807 -474290 U
-486589 -498316 D
-488958 -484562 R
-481461 -479817 D
-493385 -482839 U
-480360 -480213 L
-475059 -492251 L
-493708 -472882 R
-497932 -493219 R
-481559 -486299 D
-475576 -492286 L
-499938 -471507 U
-483239 -494941 L
-472248 -477164 L
-470791 -477100 U
-470562 -468621 U
-480534 -470583 L
-494300 -469829 D
-485176 -481314 U
-490720 -487776 L
-481343 -468094 D
-493421 -481888 U
-469383 -496828 D
-485483 -479499 R
-480086 -495121 R
-492066 -497070 D
-477081 -497161 R
-471070 -479222 U
-470016 -494421 U
-481971 -469666 L
-482302 -494238 R
-485243 -478929 R
-483641 -479204 U
-491980 -499891 U
-477302 -468908 U
-480502 -496889 D
-490231 -497673 D
-484035 -476704 U
-491508 -491600 U
-480146 -494237 U
-470924 -472812 U
-467465 -499826 R
-483427 -481197 D
-494381 -491684 U
-484044 -471436 R
-484449 -492738 L
-499754 -475578 U
-496539 -469581 U
-484082 -498289 L
-496339 -482239 L
-496497 -468700 L
-480884 -470164 D
-493379 -467485 R
-479070 -480622 U
-478497 -491059 D
-476078 -485208 L
-496751 -495687 R
-495216 -495792 R
-483245 -479925 L
-470250 -482365 U
-494267 -498119 L
-493846 -490117 D
-475539 -485116 D
-482191 -481106 D
-475617 -477008 L
-490484 -485650 U
-498081 -494559 D
-472472 -474483 U
-489138 -483553 R
-485107 -472676 L
-489208 -490947 D
-492845 -468076 R
-470657 -496120 D
-475581 -483058 U
-473298 -482479 L
-472819 -497890 U
-496704 -473740 R
-481513 -485348 R
-469507 -496417 L
-467747 -472562 U
-471911 -499896 R
-477173 -495893 R
-496704 -475043 U
-472413 -488086 D
-472216 -489271 R
-476152 -497370 R
-479011 -488733 L
-493371 -477388 L
-491523 -486548 L
-469780 -493440 U
-495338 -484840 U
-475557 -498293 D
-485770 -472862 L
-494765 -487575 L
-489218 -478631 L
-481510 -489469 D
-477861 -479645 U
-499291 -485361 U
-472135 -470485 R
-489346 -470208 U
-470531 -482502 D
-479649 -472169 U
-467721 -471325 R
-469957 -472359 R
-487669 -481648 D
-491098 -498276 R
-476366 -477549 L
-470044 -492181 R
-491147 -470915 D
-480760 -495640 D
-494042 -482505 L
-476708 -471301 L
-493692 -472500 D
-496492 -482703 U
-471663 -496865 U
-478339 -496239 U
-483782 -470515 L
-498659 -486506 L
-478164 -468321 L
-497529 -472047 R
-483097 -486048 U
-492598 -478054 U
-494872 -498955 U
-486454 -475301 L
-483572 -495745 U
-470814 -469408 U
-497555 -497030 R
-483049 -484954 U
-486285 -469363 U
-489515 -478616 D
-483121 -480756 L
-492445 -499687 R
-487538 -490466 U
-499571 -478199 L
-474734 -474182 U
-491972 -493909 R
-470512 -482042 U
-485899 -492048 D
-490015 -491855 D
-482959 -467396 R
-477238 -484251 D
-469814 -497704 D
-473335 -469914 U
-496132 -499469 U
-491577 -481806 D
-469599 -495477 L
-471749 -476412 U
-473805 -472871 U
-470102 -498809 D
-498119 -499688 U
-498558 -468712 L
-492754 -492362 D
-480954 -482835 L
-496126 -485803 L
-495102 -487814 R
-497285 -483541 R
-468354 -499480 U
-476691 -474728 U
-490126 -491906 R
-497920 -488432 L
-487585 -497018 L
-484491 -493135 R
-482597 -489637 L
-470737 -471024 R
-469381 -490077 L
-481555 -492758 R
-474990 -470309 D
-486800 -493951 D
-489593 -487488 L
-484085 -491838 D
-477837 -496572 L
-470581 -472696 R
-472009 -488955 U
-472139 -497370 R
-486561 -489595 U
-477228 -499603 D
-496807 -498285 L
-495094 -471311 D
-480777 -498268 D
-494372 -485317 R
-478672 -484594 D
-494668 -489242 D
-479847 -490906 L
-494508 -470372 D
-485357 -468630 R
-497812 -469909 L
-475494 -493760 D
-497276 -485645 R
-493499 -469003 R
-471859 -476087 D
-471867 -475266 D
-482963 -495175 R
-492011 -485467 D
-494243 -473694 D
-486636 -472655 L
-473605 -479716 L
-483527 -483421 L
-496424 -484046 R
-481362 -490915 D
-491922 -473643 U
-475032 -491241 U
-496449 -474934 U
-467936 -474142 R
-485110 -482487 R
-499659 -479691 D
-481504 -499448 L
-497186 -469077 D
-480771 -486942 D
-498637 -495481 D
-494425 -493733 U
-481541 -494443 R
-472176 -493393 R
-498619 -488836 L
-478747 -472010 R
-475353 -498014 L
-496751 -476358 D
-487355 -470991 U
-469025 -497261 D
-480022 -472098 L
-470529 -467799 U
-488488 -474242 U
-484390 -477781 U
-495841 -486768 U
-471817 -474856 U
-467824 -491709 D
-482716 -478733 R
-477518 -482139 R
-479778 -480971 R
-473533 -492044 D
-487002 -484775 R
-489315 -496552 L
-490545 -474084 U
-478806 -489629 D
-487704 -499520 L
-487392 -483802 L
-475322 -494732 R
-493252 -470580 U
-494748 -474952 L
-484033 -494608 D
-480498 -483894 U
-477108 -482778 U
-474032 -497791 U
-488575 -473743 L
-498073 -480468 L
-493471 -493657 L
-476635 -496574 U
-488218 -480797 D
-471940 -489463 R
-468779 -487784 U
-498892 -486266 R
-486104 -487700 L
-494333 -472504 D
-488272 -473510 U
-479893 -483082 U
-499402 -495410 L
-476619 -469850 R
-472378 -477511 L
-498844 -483747 L
-469266 -483377 L
-495632 -486316 D
-488433 -491409 D
-497490 -493864 R
-476903 -475419 R
-477142 -478000 D
-478139 -482053 L
-474785 -475300 L
-496725 -497755 U
-483176 -498173 R
-491324 -495196 L
-479014 -492179 D
-474053 -483475 L
-494177 -487268 L
-468579 -472633 D
-492580 -499428 D
-482625 -489008 D
-493958 -486229 R
-499461 -467864 R
-484916 -479423 U
-471411 -490431 D
-469331 -495999 D
-467782 -487176 R
-499389 -468998 U
-470130 -485629 U
-477015 -467514 L
-469435 -477341 D
-492582 -494237 L
-468028 -497840 D
-488001 -496933 L
-488272 -473251 D
-479949 -479594 L
-474882 -485689 U
-489654 -498063 L
-486123 -476436 D
-476854 -476443 L
-470311 -476133 R
-490217 -475287 R
-473805 -470983 L
-494084 -491178 U
-488199 -499463 D
-479977 -472338 R
-474045 -475501 L
-470057 -487329 D
-476792 -478919 D
-485304 -468271 R
-467427 -480572 U
-497116 -497182 L
-476177 -473272 L
-474911 -475612 L
-494452 -498025 U
-470478 -499861 U
-491565 -474667 U
-483908 -489447 D
-480531 -473175 D
-467484 -492888 L
-473005 -487750 L
-485625 -476901 U
-481266 -482961 D
-494211 -479704 L
-468097 -485588 D
-475090 -481747 R
-488891 -479609 D
-481110 -472488 L
-473573 -476890 U
-490750 -476541 D
-497202 -494269 D
-475440 -494918 D
-478316 -476654 R
-481234 -495777 L
-490135 -494733 D
-470377 -487578 D
-485822 -483655 D
-497444 -485843 R
-494284 -483982 U
-473930 -493882 L
-484384 -486292 D
-494174 -470816 R
-491579 -492429 R
-486912 -472179 R
-480696 -469133 R
-483662 -469874 R
-496245 -493556 L
-468817 -472328 R
-499598 -474442 R
-489151 -470455 D
-493978 -485630 R
-485137 -489656 U
-469073 -494423 L
-483784 -482751 D
-481916 -474281 U
-492371 -472449 R
-483039 -477828 U
-483815 -488169 U
-471171 -467567 L
-478559 -484007 R
-476291 -488829 D
-489933 -471165 L
-493902 -480436 L
-481127 -479603 R
-492284 -482589 R
-478456 -478168 L
-476702 -496382 R
-478968 -485819 D
-479809 -489091 R
-496642 -499786 R
-481011 -481511 U
-499762 -478758 D
-471559 -473057 U
-474044 -480446 L
-484211 -497107 U
-480696 -486445 D
-473854 -497688 D
-492281 -481055 L
-497039 -481634 U
-485734 -474080 R
-494559 -492804 L
-469803 -479605 R
-485860 -469155 U
-489924 -471918 U
-497190 -484503 D
-495535 -490707 L
-469474 -487438 U
-497726 -471650 L
-478879 -488617 D
-473064 -488945 U
-488366 -476719 D
-467984 -485549 U
-492963 -499082 L
-473102 -489368 D
-488392 -488226 R
-484867 -490856 D
-486176 -494428 L
-488644 -499393 R
-472172 -487618 D
-483546 -489815 R
-492122 -467490 D
-499051 -498812 U
-468666 -481185 R
-494218 -473389 D
-493939 -499863 U
-487737 -489874 U
-477588 -486582 R
-483884 -486290 U
-497835 -492992 U
-467721 -479210 R
-496203 -476121 L
-497331 -483045 D
-490856 -494913 U
-487408 -499116 L
-490232 -469744 U
-471646 -467649 L
-496885 -480880 L
-474260 -497190 R
-481963 -479718 R
-491244 -475457 L
-469770 -494122 R
-478524 -496754 L
-486214 -484191 D
-497298 -496644 L
-499727 -496488 U
-486567 -496597 L
-467239 -492077 U
-480684 -489711 L
-482080 -474768 L
-497053 -479718 D
-473225 -483202 L
-467254 -486069 U
-478159 -480141 D
-488263 -491123 U
-498855 -482786 U
-472569 -475415 U
-491437 -491166 R
-478271 -498979 L
-494758 -488671 L
-488581 -498923 R
-495495 -498670 R
-470117 -490715 L
-467504 -477571 U
-482786 -476127 R
-485489 -473576 R
-483704 -485601 L
-499167 -470924 U
-472326 -487419 R
-472196 -484935 R
-499296 -489411 D
-499040 -493403 D
-489734 -481000 U
-485222 -498160 R
-481613 -498677 U
-499539 -470185 L
-470027 -486642 D
-471693 -481152 R
-473217 -481852 D
-489716 -485887 L
-498443 -468942 R
-484676 -479396 D
-467437 -477646 D
-467324 -468196 L
-498228 -476444 R
-490602 -468524 U
-475517 -475702 U
-489285 -472788 U
-485927 -481452 R
-484861 -497373 R
-498228 -482042 L
-484015 -468724 R
-473578 -468609 R
-474202 -471306 U
-488951 -499963 R
-490182 -473223 R
-489883 -494742 D
-490818 -482018 D
-477225 -468382 L
-495520 -492063 R
-487908 -491618 R
-491676 -476551 L
-481019 -478127 L
-474760 -491923 U
-480306 -484381 U
-471804 -499427 D
-475008 -488961 D
-488412 -483509 D
-472997 -473024 U
-481255 -497210 R
-469124 -490454 L
-491190 -483007 U
-472774 -485838 U
-481236 -493438 U
-473114 -493314 D
-498253 -496274 L
-467452 -478166 D
-482801 -483686 L
-499702 -475086 D
-495898 -489886 D
-490172 -487092 U
-477611 -498237 U
-480384 -486045 D
-482746 -493471 D
-469891 -486042 R
-473068 -477052 D
-475813 -482129 L
-486806 -469773 L
-471172 -480977 R
-469026 -470038 R
-497772 -483947 U
-485700 -490065 D
-468256 -488768 D
-491780 -479638 D
-488524 -497652 U
-468651 -490936 L
-485914 -480681 D
-489748 -491498 D
-495424 -469023 D
-469225 -477737 U
-481415 -488630 U
-468707 -468989 U
-472471 -492971 L
-479734 -483478 L
-472455 -498360 U
-474391 -496903 R
-467596 -468490 R
-469509 -493107 D
-481974 -491049 L
-472622 -489636 L
-496282 -469827 D
-483502 -493928 D
-477025 -486902 R
-488447 -468390 U
-499852 -499607 U
-486348 -468871 D
-495224 -493439 U
-497413 -495019 R
-475479 -468709 U
-485415 -493374 L
-480582 -474202 U
-495963 -480622 D
-488104 -477647 R
-499666 -490443 R
-480995 -469979 L
-473478 -496605 L
-487484 -474778 D
-481874 -492786 L
-499813 -496724 R
-483574 -495598 L
-492531 -480214 U
-481923 -475054 L
-489946 -483356 U
-471627 -495922 D
-476323 -483522 R
-470587 -474026 U
-471029 -496210 U
-482135 -497447 L
-481197 -483180 D
-471979 -485743 R
-471691 -497502 D
-476903 -494414 L
-493904 -496795 L
-489609 -496986 U
-474044 -474428 R
-485953 -475648 L
-479168 -485742 D
-481007 -467796 L
-488433 -481144 L
-485997 -482816 L
-494838 -481985 R
-488450 -491328 D
-476810 -479992 U
-498996 -486095 L
-467782 -467538 R
-492626 -489011 U
-482131 -474492 L
-469481 -475588 D
-471219 -490920 R
-489988 -486503 D
-485563 -492774 R
-478698 -495063 D
-492802 -472751 L
-491698 -467949 U
-479940 -487994 D
-493797 -492097 U
-468623 -479779 L
-486157 -493605 R
-477881 -468069 R
-472283 -497605 U
-489955 -493490 D
-489032 -471534 D
-484257 -495294 R
